"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL1201112";"NELARABINE";"506U|506U78|ATRIANCE|ATTRIANCE|Arranon|GW-506U78|MAY|NELARABINE|NELZARABINE|NSC-686673|NSC-755985|NSC-759876|Nelzarabine";"506U|506U78|GW-506U78|MAY|NSC-686673|NSC-755985|NSC-759876";"4.0";"Zydus Pharmaceuticals Usa Inc|Novartis Pharmaceuticals Corp";"'-arabine'";"1997";"antineoplastics (arabinofuranosyl derivatives)";"'-arabine(-arabine)'";"2005";"L01BB07";"L01BB - Purine analogues";"L01B - ANTIMETABOLITES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"1";"0";"1";"Prescription Only";"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL1789941";"RUXOLITINIB";"INC-424|INC424|INCB-018424|INCB-18424|INCB018424|JAKAVI|RUXOLITINIB";"INC-424|INC424|INCB-018424|INCB-18424|INCB018424";"4.0";"Incyte Corp";"'-tinib'";"2009";"deuterated compounds; tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2011";"L01EJ01";"L01EJ - Janus-associated kinase (JAK) inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7598257-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1"
"CHEMBL1664";"FOSAMPRENAVIR";"FOSAMPRENAVIR|Fosamprenavir|GW-433908|GW433908|GW433908A";"GW-433908|GW433908|GW433908A";"4.0";"Sun Pharmaceutical Industries Ltd|Viiv Healthcare Co|Mylan Pharmaceuticals Inc";"'fos-; -vir'";"1999";"phosphoro-derivatives; antivirals: HIV protease inhibitors (saquinavir type)";"'fos-(fos-); -vir(-vir (-navir))'";"2003";"J05AE07";"J05AE - Protease inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL1201193";"LEVOBUPIVACAINE";"(-)-BUPIVACAINE|(S)-BUPIVACAINE|BUPIVACAINE (-)-FORM|BUPIVACAINE, (-)-|BUPIVACAINE, (S)-|L-BUPIVACAINE|LEVOBUPIVACAINE|NOVABUPI";"";"4.0";"Purdue Pharma Lp";"'-caine'";"1998";"local anesthetics";"'-caine(-caine)'";"1999";"N01BB10";"N01BB - Amides";"N01B - ANESTHETICS, LOCAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C"
"CHEMBL1241951";"LETERMOVIR";"AIC 246|AIC-246|AIC246|LETERMOVIR|MK-8228|PREVYMIS";"AIC 246|AIC-246|AIC246|MK-8228";"4.0";"Merck Sharp And Dohme Corp";"'-vir'";"2014";"antivirals";"'-vir(-vir)'";"2017";"J05AX18";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8513255-B2";"1:Synthetic Small Molecule";"0";"1";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1"
"CHEMBL1231574";"LEVOMEFOLIC ACID";"(6S)-5-METHYLTETRAHYDROFOLATE|5- METHYLTETRAHYDROFOLATE|5-MTHF|Bodyfolin|L-5-MTHF|L-METHYLFOLATE|LEVOMEFOLATE|LEVOMEFOLIC ACID|LEVOMEFOLINIC ACID|LMSR|Metafolin|Nutrifolin";"LMSR";"4.0";"Bayer Healthcare Pharmaceuticals Inc|Watson Laboratories Inc|Lupin Ltd";"";"2008";"";"";"2010";"";"";"";"";"";"";"US-6441168-B1";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"
"CHEMBL1201206";"PIPECURONIUM";"Pipecuronium";"";"4.0";"Organon Usa Inc";"'-ium; -onium'";"1987";"quaternary ammonium derivatives: neuromuscular blocking agents; quaternary ammonium derivatives: neuromuscular blocking agents";"'-ium(-ium (-curonium)); -onium(-onium (-curonium))'";"1990";"";"";"";"";"";"Neuromuscular Blocking Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1"
"CHEMBL1201217";"DYCLONINE";"DYCLONINE";"";"4.0";"Novocol Inc|Astrazeneca Lp";"";"";"";"";"1982";"R02AD04 | N01BX02";"R02AD - Anesthetics, local | N01BX - Other local anesthetics";"R02A - THROAT PREPARATIONS | N01B - ANESTHETICS, LOCAL";"R02 - THROAT PREPARATIONS | N01 - ANESTHETICS";"R - RESPIRATORY SYSTEM | N - NERVOUS SYSTEM";"Anesthetic (topical)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Discontinued";"CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1"
"CHEMBL1201227";"CYCRIMINE";"CYCRIMINE|Cycrimine";"";"4.0";"Eli Lilly And Co";"";"";"";"";"1982";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1"
"CHEMBL1201262";"DIPIVEFRIN";"DIPIVALYL EPINEPHRINE|DIPIVEFRIN|DIPIVEFRINE|DPE";"DPE";"4.0";"Allergan Pharmaceutical|Bausch And Lomb Pharmaceuticals Inc|Falcon Pharmaceuticals Ltd|Akorn Operating Co Llc";"";"1978";"";"";"1980";"S01EA02";"S01EA - Sympathomimetics in glaucoma therapy";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Adrenergic (ophthalmic),Antiglaucoma Agent";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"1";"0";"0";"1";"0";"Prescription Only";"CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1"
"CHEMBL1201263";"HYDROCORTAMATE";"HYDROCORTAMATE|Hydrocortamate";"";"4.0";"Pfizer Laboratories Div Pfizer Inc";"'-cort-'";"";"cortisone derivatives";"'-cort-(-cort-)'";"1956";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Discontinued";"CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"
"CHEMBL637";"VENLAFAXINE";"ALVENTA XL|AMPHERO XL|BONILUX XL|DEPEFEX XL|EFECTIN|EFEXOR|EFEXOR XL|Effexor|FORAVEN XL|KANGHONG|MENTAVEN XL|NSC-758676|POLITID XL|RANFAXINE XL|RODOMEL XL|SUNVENIZ XL|TARDCAPS XL|TIFAXIN XL|TONPULAR XL|TREVILOR|TRIXAT XL|VAXALIN XL|VELAFAX|VENAXX XL|VENLABLUE XL|VENLADEX XL|VENLAFAXINE|VENLALIC XL|VENLANEO XL|VENLOR|VENSIR XL|VEXARIN XL|VIEPAX|VIEPAX XL|Venlafaxine|WINFEX XL";"NSC-758676";"4.0";"Anchen Pharmaceuticals, Inc|Alkem Laboratories Ltd|Osmotica Pharmaceutical Corp|Sun Pharmaceutical Industries Inc|Macleods Pharmaceuticals Ltd|Yichang Humanwell Pharmaceutical Co Ltd|Mylan Pharmaceuticals Inc|Atlantide Pharmaceuticals Ag|Heritage Pharmaceuticals Inc Dba Avet Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc";"'-faxine'";"1989";"antianxiety, antidepressant inhibitor of norepinephrine and dopamine re-uptake";"'-faxine(-faxine)'";"1993";"N06AX16";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"US-6717015-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1"
"CHEMBL231068";"FLIBANSERIN";"ADDYI|BIMT 17|BIMT 17 BS|BIMT-17|BIMT-17-BS|ECTRIS|FLIBANSERIN";"BIMT 17|BIMT 17 BS|BIMT-17|BIMT-17-BS";"4.0";"Sprout Pharmaceuticals Inc";"'-anserin'";"1997";"serotonin 5-HT2 receptor antagonists";"'-anserin(-anserin)'";"2015";"G02CX02";"G02CX - Other gynecologicals";"G02C - OTHER GYNECOLOGICALS";"G02 - OTHER GYNECOLOGICALS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"US-7151103-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1"
"CHEMBL1402684";"OXYPHENISATIN ACETATE";"ACETPHENOLISATIN|Isocrin|Lavema|NSC-117186|NSC-59687|OXYPHENISATIN ACETATE|OXYPHENISATIN DIACETATE|OXYPHENISATINE ACETATE|VERIPAQUE";"NSC-117186|NSC-59687";"4.0";"";"";"1962";"";"";"";"";"";"";"";"";"Laxative";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"0";"0";"Withdrawn";"CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1"
"CHEMBL742";"KETAMINE";"ANAKET V|CALYPSOL|CLORKETAM 1000|DL-KETAMINE|IMALGENE 1000|KETALAR|KETAMINE|KETASOL 100|Ketamine|NARKETAN|NSC-70151|PMI-150|TEKAM|URSOTAMIN|VETAKET";"NSC-70151|PMI-150";"4.0";"Eugia Pharma Specialities Ltd|Par Sterile Products Llc|Hospira Inc|Hikma Pharmaceuticals Usa Inc";"";"1966";"";"";"1970";"N01AX03";"N01AX - Other general anesthetics";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"Anesthetic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"1";"0";"0";"Prescription Only";"CNC1(c2ccccc2Cl)CCCCC1=O"
"CHEMBL237500";"LINAGLIPTIN";"BI 1356|BI 1356 BS|BI-1356|BI-1356-BS|BI-1356BS|BS 1356 BS|BS-1356-BS|LINAGLIPTIN|TRADJENTA|TRAJENTA|TRAZENTA";"BI 1356|BI 1356 BS|BI-1356|BI-1356-BS|BI-1356BS|BS 1356 BS|BS-1356-BS";"4.0";"Boehringer Ingelheim|Boehringer Ingelheim Pharmaceuticals Inc|Sunshine Lake Pharma Co Ltd";"'-gliptin'";"2009";"dipeptidyl aminopeptidase-IV inhibitors";"'-gliptin(-gliptin)'";"2011";"A10BH05";"A10BH - Dipeptidyl peptidase 4 (DPP-4) inhibitors";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"US-7407955-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C"
"CHEMBL621";"TRAZODONE";"Desyrel|J10.767K|TRAZODONE|TRITTICO|Trazodone|Trialodine";"J10.767K";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Mylan Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc|Aurolife Pharma Llc|Torrent Pharmaceuticals Ltd|Rising Pharma Holdings Inc|Teva Pharmaceuticals Usa Inc|Fosun Pharma Usa Inc|Alvogen Inc";"";"1970";"";"";"1981";"N06AX05";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"US-7829120-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"
"CHEMBL2221312";"GADOXETIC ACID";"GADOXETATE|GADOXETIC ACID";"";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'gado-'";"2004";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"2008";"V08CA10";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL1200459";"POTASSIUM PHOSPHATE, DIBASIC";"DIBASIC POTASSIUM PHOSPHATE|E-340(II)|INS NO.340(II)|INS-340(II)|Isolyte|Neutra-Phos|POTASSIUM PHOSPHATE DIBASIC|POTASSIUM PHOSPHATE, DIBASIC";"E-340(II)|INS NO.340(II)|INS-340(II)";"4.0";"Cmp Development Llc|Fresenius Kabi Usa Llc|Hospira Inc|Abbott Laboratories Pharmaceutical Products Div|B Braun Medical Inc|Icu Medical Inc|Abbott Laboratories Hosp Products Div|Baxter Healthcare Corp";"";"";"";"";"";"B05XA06";"B05XA - Electrolyte solutions";"B05X - I.V. SOLUTION ADDITIVES";"B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS";"B - BLOOD AND BLOOD FORMING ORGANS";"Regulator (calcium)";"US-10632150-B1";"9:Inorganic";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Prescription Only";"O=P([O-])([O-])O.[K+].[K+]"
"CHEMBL1789843";"BELIMUMAB";"BEL-114333|BEL114333|BELIMUMAB|BELIMUMAB (GENETICAL RECOMBINATION)|BENLYSTA|GSK-1550188|GSK1550188|HGS-1006|HGS1006|LYMPHOSTAT-B BENLYSTA|LymphoStat-B";"BEL-114333|BEL114333|GSK-1550188|GSK1550188|HGS-1006|HGS1006";"4.0";"";"'-mab'";"2003";"monoclonal antibodies";"'-mab(-mab)'";"2011";"L04AA26";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"6:Antibody";"1";"1";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1201716";"MECASERMIN";"CEP-151|CG-GF2|CG-IGF-1|IGF-1-EC|IGF-1EC|INCRELEX|INSULIN-LIKE GROWTH FACTOR 1|INSULIN-LIKE GROWTH FACTOR I|MECASERMIN|MECASERMIN RECOMBINANT|MECHANO GROWTH FACTOR|Myotrophin|PV-802|PV802|RH-OLIGOPEPTIDE-2|SH-OLIGOPEPTIDE-2|SOMATOMEDIN C|SOMATOMEDIN C, HUMAN|VEXXON-IGF-1";"CEP-151";"4.0";"Ipsen Biopharmaceuticals Inc";"'-ermin'";"1997";"growth factors: insulin-like growth factors";"'-ermin(-ermin (-sermin))'";"2005";"H01AC03";"H01AC - Somatropin and somatropin agonists";"H01A - ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES";"H01 - PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL190677";"BENZOIN";"BENZOIN|BENZOIN RESIN|BENZOIN RESIN, UNSPECIFIED|BENZOIN TINCTURE|BENZOIN USP|BENZOYLPHENYLCARBINOL|Benzoin|DESYL ALCOHOL|DL-BENZOIN|FEMA NO. 2132|GUM BENZOIN|GUM BENZOIN TINCTURE|NSC-8082";"FEMA NO. 2132|NSC-8082";"4.0";"";"";"";"";"";"";"";"";"";"";"";"Protectant (topical)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccccc1)C(O)c1ccccc1"
"CHEMBL3989977";"EMAPALUMAB";"EMAPALUMAB|EMAPALUMAB LZSG|EMAPALUMAB-LZSG|Gamifant|NI-0501";"NI-0501";"4.0";"";"'-mab'";"2016";"monoclonal antibodies";"'-mab(-mab)'";"2018";"L04AA39";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"6:Antibody";"0";"1";"Single Stereoisomer";"0";"0";"1";"0";"0";"Unknown";""
"CHEMBL777";"CLAVULANIC ACID";"BRL 14151|BRL-14151|CLAVULANATE|CLAVULANIC ACID|Clavulanate|Clavulanic Acid|RX-10100|SERDAXIN";"BRL 14151|BRL-14151|RX-10100";"4.0";"Apotex Inc|Micro Labs Ltd India|Teva Pharmaceuticals Usa Inc|Wockhardt Bio Ag|Us Antibiotics Llc|Glaxosmithkline|Glaxosmithkline Intellectual Property No 2 Ltd England|Sandoz Inc|Sun Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd";"";"1986";"";"";"1984";"";"";"";"";"";"Inhibitor (beta-lactamase)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21"
"CHEMBL5095052";"INCLISIRAN SODIUM";"INCLISIRAN SODIUM|LEQVIO|LEQVIO SODIUM";"";"4.0";"Novartis Pharmaceuticals Corp";"";"";"";"";"2021";"";"";"";"";"";"";"US-8106022-B2";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL578";"ENALAPRIL";"C09AA02|ENALAPRIL|Enalapril|Lexxel|OLINAPRIL|Vaseretic|Vasotec";"C09AA02";"4.0";"Alkem Laboratories Ltd|Watson Laboratories Inc|Krka Dd Novo Mesto|Mylan Pharmaceuticals Inc|Amneal Pharmaceuticals Llc|Bionpharma Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Prinston Pharmaceutical Inc|Cosette Pharmaceuticals Inc|Biovail Laboratories Inc";"'-nal-; -pril'";"1981";"narcotic agonists/antagonists (normorphine type); antihypertensives (ACE inhibitors)";"'-nal-(-nal-); -pril(-pril)'";"1985";"C09AA02";"C09AA - ACE inhibitors, plain";"C09A - ACE INHIBITORS, PLAIN";"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C - CARDIOVASCULAR SYSTEM";"Antihypertensive";"US-8568747-B1";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"1";"Prescription Only";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O"
"CHEMBL1200515";"DESERPIDINE";"DESERPIDINE|DESERPIDINE, (-)-|HALMONYL|Harmonyl|NSC-72138|RECANESCIN";"NSC-72138";"4.0";"Abbvie Inc|Watson Laboratories Inc|Abbott Laboratories Pharmaceutical Products Div";"";"";"";"";"1957";"C02AA05";"C02AA - Rauwolfia alkaloids";"C02A - ANTIADRENERGIC AGENTS, CENTRALLY ACTING";"C02 - ANTIHYPERTENSIVES";"C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"
"CHEMBL1201569";"BOTULINUM TOXIN TYPE B";"AN-0772|BOTULIN B|BOTULINUM TOXIN TYPE B|MYOBLOC|NEUROBLOC";"AN-0772";"4.0";"";"'-oxin'";"";"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)";"'-oxin(-oxin)'";"2000";"M03AX01";"M03AX - Other muscle relaxants, peripherally acting agents";"M03A - MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL1389";"LEVONORGESTREL";"ATHENTIA NEXT|BAY86-5028|EMERRES|EMERRES UNA|EZINELLE|FALLBACK SOLO|HER STYLE|ISTERANDA|JADELLE|JAYDESS|KYLEENA|LEVONELLE|LEVONELLE ONE STEP|LEVONELLE-2|LEVONORGESTREL|LEVONORGESTRELUM|LEVOSERT|LILETTA|MICROVAL|Mirena|NORGESTON|NORGESTREL (-)-FORM|NORGESTREL, (-)-|NSC-744007|Norplant|Norplant ii|Norplant system|OPCICON ONE-STEP|Ovrette|PLAN B ONE-STEP|POSTINOR-2|Plan b|SKYLA|UPOSTELLE|WY-5104";"BAY86-5028|NSC-744007|WY-5104";"4.0";"Lotus Pharmaceutical Co Ltd Nantou Plant|Laboratoire Hra Pharma|Watson Laboratories Inc|Naari Pte Ltd|Amneal Pharmaceuticals Of New York Llc|Wyeth Pharmaceuticals Llc|Vintage Pharmaceuticals Llc|Foundation Consumer Healthcare Llc|Perrigo R And D Co|Alvogen Inc";"'-estr-; -gest-'";"1980";"estrogens; progestins";"'-estr-(-estr-); -gest-(-gest-)'";"1982";"G03AD01 | G03AC03";"G03AD - Emergency contraceptives | G03AC - Progestogens";"G03A - HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE | G03A - HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES";"Progestin";"US-7252839-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Over the Counter";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC"
"CHEMBL3137301";"SACUBITRIL";"AHU-377|AHU377|SACUBITRIL";"AHU-377|AHU377";"4.0";"Novartis Pharmaceuticals Corp";"'-tril'";"2014";"endopeptidase inhibitors";"'-tril(-tril)'";"2015";"";"";"";"";"";"";"US-7468390-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O"
"CHEMBL1229211";"DOLUTEGRAVIR";"DOLUTEGRAVIR|GSK 1349572|GSK-1349572|GSK1349572|S-349572|TIVICAY";"GSK 1349572|GSK-1349572|GSK1349572|S-349572";"4.0";"Viiv Healthcare Co";"'-vir'";"2010";"antivirals: integrase inhibitors";"'-vir(-vir (-tegravir))'";"2013";"J05AJ03";"J05AJ - Integrase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7125879-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12"
